"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
5589,2013,10,19,20,3,6,1,15,200,56,11.9,1023.6,-0.3,0,"NW",2.6,"Shunyi"
5590,2013,10,19,21,3,8,1,27,200,42,10.8,1023.6,-0.1,0,"NW",2.5,"Shunyi"
5591,2013,10,19,22,6,14,1,47,300,21,11.2,1023.2,0,0,"NW",1.6,"Shunyi"
5592,2013,10,19,23,14,17,1,66,300,3,8.1,1023,2.1,0,"W",0.6,"Shunyi"
5593,2013,10,20,0,3,9,1,38,300,26,6.4,1023,2.7,0,"NE",0.6,"Shunyi"
5594,2013,10,20,1,5,13,1,38,300,21,7,1022.9,1.9,0,"NE",1.2,"Shunyi"
5595,2013,10,20,2,5,10,1,33,300,24,6.3,1022.9,2,0,"N",0.8,"Shunyi"
5596,2013,10,20,3,3,6,1,16,200,42,7,1023.1,1.9,0,"NNE",0.8,"Shunyi"
5597,2013,10,20,4,12,13,1,27,200,27,5.2,1023,1.9,0,"ESE",0.7,"Shunyi"
5598,2013,10,20,5,3,10,2,28,200,26,5.6,1023.2,2.1,0,"NE",0.9,"Shunyi"
5599,2013,10,20,6,6,12,3,29,300,28,6.2,1023.7,1.1,0,"N",0.9,"Shunyi"
5600,2013,10,20,7,12,26,1,41,300,16,9.2,1024,1.8,0,"NE",0.7,"Shunyi"
5601,2013,10,20,8,15,16,2,33,300,31,12.9,1024.1,-0.4,0,"NE",1.6,"Shunyi"
5602,2013,10,20,9,21,32,4,27,300,39,14.5,1024.1,-1.2,0,"WNW",1.8,"Shunyi"
5603,2013,10,20,10,11,18,3,16,300,55,16,1023.4,-1.1,0,"ENE",1.3,"Shunyi"
5604,2013,10,20,11,19,29,2,18,300,56,16.9,1022.1,-1.8,0,"E",1.4,"Shunyi"
5605,2013,10,20,12,21,25,2,16,200,65,17.6,1020.7,-1.6,0,"ENE",1.8,"Shunyi"
5606,2013,10,20,13,7,16,2,12,300,78,18.8,1020,-1.7,0,"NW",0.8,"Shunyi"
5607,2013,10,20,14,14,22,1,14,300,82,19.5,1019.6,-2.2,0,"SW",1.1,"Shunyi"
5608,2013,10,20,15,19,27,1,18,300,80,18.5,1019.1,-1.4,0,"S",1.2,"Shunyi"
5609,2013,10,20,16,19,29,1,31,300,56,16.5,1019.1,1.7,0,"SSW",1.6,"Shunyi"
5610,2013,10,20,17,23,75,3,51,500,45,13.5,1019.5,3,0,"S",1,"Shunyi"
5611,2013,10,20,18,37,125,4,85,600,17,11.3,1019.8,5,0,"S",0.9,"Shunyi"
5612,2013,10,20,19,46,98,6,92,700,11,10.8,1020.1,4.3,0,"W",0.5,"Shunyi"
5613,2013,10,20,20,50,156,9,103,700,1,9.4,1020.3,3.6,0,"W",0.7,"Shunyi"
5614,2013,10,20,21,53,102,8,102,800,1,9,1020.4,3.4,0,"NE",1.3,"Shunyi"
5615,2013,10,20,22,56,122,4,99,800,1,8.1,1020.3,4.3,0,"NE",0.8,"Shunyi"
5616,2013,10,20,23,80,139,2,80,1100,1,7.1,1020.3,4.6,0,"NW",0.4,"Shunyi"
5617,2013,10,21,0,72,147,1,72,1000,1,6.6,1020.6,4.4,0,"NE",1.3,"Shunyi"
5618,2013,10,21,1,68,158,1,56,1000,1,6.8,1020.5,3.9,0,"ENE",1,"Shunyi"
5619,2013,10,21,2,61,130,7,36,800,1,6.5,1019.9,3.6,0,"ENE",1.2,"Shunyi"
5620,2013,10,21,3,60,96,1,47,700,1,6.7,1019.7,3.7,0,"NE",1.4,"Shunyi"
5621,2013,10,21,4,55,97,2,47,700,1,6.4,1019.8,3.5,0,"NNE",1.2,"Shunyi"
5622,2013,10,21,5,50,96,1,54,700,1,6.5,1020,3.6,0,"NNE",1.1,"Shunyi"
5623,2013,10,21,6,42,73,1,54,600,1,6.9,1020.1,3.7,0,"N",1.3,"Shunyi"
5624,2013,10,21,7,41,57,1,51,600,1,7.9,1020.7,3.7,0,"N",1.2,"Shunyi"
5625,2013,10,21,8,41,61,2,48,600,1,9.9,1020.9,4.5,0,"NE",1,"Shunyi"
5626,2013,10,21,9,40,78,5,50,700,5,12.8,1020.8,3.2,0,"SE",1.4,"Shunyi"
5627,2013,10,21,10,49,101,12,54,800,11,14.9,1020.7,2.7,0,"SSE",1.7,"Shunyi"
5628,2013,10,21,11,74,139,23,72,1000,14,16.6,1020,3.6,0,"SSW",1.5,"Shunyi"
5629,2013,10,21,12,74,155,32,72,1100,20,18,1019,2.3,0,"S",2.4,"Shunyi"
5630,2013,10,21,13,95,140,31,92,900,43,18.5,1018.4,1.9,0,"SW",1.5,"Shunyi"
5631,2013,10,21,14,101,147,28,97,900,62,18.5,1018.3,1,0,"S",2.6,"Shunyi"
5632,2013,10,21,15,85,108,25,63,700,98,17.9,1018.4,1.4,0,"SSW",2.8,"Shunyi"
5633,2013,10,21,16,62,84,25,37,600,109,16.5,1018.5,2.5,0,"S",1.3,"Shunyi"
5634,2013,10,21,17,61,116,16,62,700,78,13,1019,4.4,0,"SSE",0.7,"Shunyi"
5635,2013,10,21,18,80,117,10,106,1000,28,10.5,1019.5,6.4,0,"SSE",0,"Shunyi"
5636,2013,10,21,19,82,161,6,126,1100,2,9.2,1020,5.9,0,"N",0,"Shunyi"
5637,2013,10,21,20,93,237,5,118,1200,1,8.4,1020.3,6.2,0,"N",0,"Shunyi"
5638,2013,10,21,21,95,195,5,107,1400,1,7.8,1020.5,5.8,0,"NNE",0.7,"Shunyi"
5639,2013,10,21,22,116,195,2,103,1500,1,7.2,1020.7,5.7,0,"NE",0.1,"Shunyi"
5640,2013,10,21,23,132,172,3,103,1300,1,7.3,1020.9,5.6,0,"NE",1.3,"Shunyi"
5641,2013,10,22,0,123,187,3,94,1300,1,7,1020.8,5,0,"ENE",0.9,"Shunyi"
5642,2013,10,22,1,123,171,1,87,1200,1,7.1,1020.6,4.6,0,"ENE",1.1,"Shunyi"
5643,2013,10,22,2,111,162,1,77,1300,1,6.4,1020.4,4.6,0,"ENE",1.3,"Shunyi"
5644,2013,10,22,3,96,130,1,77,1200,1,6.4,1019.8,4.4,0,"ENE",1.1,"Shunyi"
5645,2013,10,22,4,94,130,1,70,1200,1,6.6,1019.9,3.9,0,"NE",1.3,"Shunyi"
5646,2013,10,22,5,94,121,1,68,1100,1,5.8,1020.4,3.8,0,"NNE",0.4,"Shunyi"
5647,2013,10,22,6,99,130,1,67,1200,1,5.9,1020.7,4.2,0,"NE",0.8,"Shunyi"
5648,2013,10,22,7,99,114,1,65,1200,1,7.4,1021.1,4.9,0,"ENE",1.6,"Shunyi"
5649,2013,10,22,8,91,112,1,65,1200,1,9.3,1021.4,5.5,0,"N",0.7,"Shunyi"
5650,2013,10,22,9,104,144,6,66,1300,2,12.4,1020.7,6,0,"SE",1.6,"Shunyi"
5651,2013,10,22,10,108,182,14,75,1500,6,14.4,1020,6.7,0,"S",2,"Shunyi"
5652,2013,10,22,11,128,182,29,78,1700,20,15.5,1018.1,7,0,"SE",3.2,"Shunyi"
5653,2013,10,22,12,142,157,29,78,NA,42.84,16.7,1017.1,6.8,0,"S",3.1,"Shunyi"
5654,2013,10,22,13,147,150,111,74,1300,60,17.1,1016.3,6.9,0,"S",2.1,"Shunyi"
5655,2013,10,22,14,136,156,162,74,1300,53,17.3,1015.5,7.9,0,"S",2.4,"Shunyi"
5656,2013,10,22,15,135,148,146,78,1300,60,16.5,1015,8.5,0,"SSE",2.4,"Shunyi"
5657,2013,10,22,16,135,163,83,78,1700,69,15.7,1015.4,9.1,0,"N",0.4,"Shunyi"
5658,2013,10,22,17,138,167,43,106,1400,39,13.6,1016.7,9.8,0,"NNE",2.5,"Shunyi"
5659,2013,10,22,18,150,168,35,106,1500,15,12.1,1016.6,9.3,0.4,"SSE",1.7,"Shunyi"
5660,2013,10,22,19,128,168,26,69,1100,39,11.4,1017.3,9,0.4,"NNE",1.7,"Shunyi"
5661,2013,10,22,20,75,58,7,50,900,32,10.2,1017.4,8.6,0,"NNE",1.5,"Shunyi"
5662,2013,10,22,21,71,49,3,47,800,28,9.4,1017.7,8,0,"NNE",1.9,"Shunyi"
5663,2013,10,22,22,58,59,1,47,800,22,8.9,1017.4,6.9,0,"NE",1.8,"Shunyi"
5664,2013,10,22,23,49,13,1,31,800,35,8.1,1018,5.9,0,"NE",1.2,"Shunyi"
5665,2013,10,23,0,27,14,1,24,600,44,7.7,1018.5,5.2,0,"N",1.6,"Shunyi"
5666,2013,10,23,1,26,15,1,21,500,45,7,1018.8,4,0,"ENE",1.3,"Shunyi"
5667,2013,10,23,2,13,16,1,21,500,42,7.3,1018.8,2.8,0,"ENE",2.6,"Shunyi"
5668,2013,10,23,3,10,17,1,16,400,45,6.6,1018.9,1.5,0,"NNE",1.5,"Shunyi"
5669,2013,10,23,4,10,17,1,14,400,44,5.2,1019.3,1.1,0,"NE",1.6,"Shunyi"
5670,2013,10,23,5,7,21,1,14,300,42,5,1019,0.6,0,"NE",1.4,"Shunyi"
5671,2013,10,23,6,14,14,1,13,300,43,4.7,1019.4,-0.1,0,"NNW",1.1,"Shunyi"
5672,2013,10,23,7,9,30,1,20,300,11,6.4,1020,-1,0,"NE",2,"Shunyi"
5673,2013,10,23,8,9,59,1,36,400,1,8.6,1020.3,-1.8,0,"N",2.4,"Shunyi"
5674,2013,10,23,9,12,63,1,36,300,1,10.4,1019.8,-3.3,0,"NNE",2.1,"Shunyi"
5675,2013,10,23,10,8,63,1,16,300,3,12.8,1019.3,-10.3,0,"NNW",4.7,"Shunyi"
5676,2013,10,23,11,16,35,9,23,300,1,13.8,1018.5,-10.2,0,"NW",5.4,"Shunyi"
5677,2013,10,23,12,16,48,11,23,300,1,14.4,1017.5,-10.4,0,"NNW",6.9,"Shunyi"
5678,2013,10,23,13,13,52,6,20,200,1,15,1016.9,-9.9,0,"NW",6.2,"Shunyi"
5679,2013,10,23,14,10,52,6,22,200,1,15.5,1016.9,-10.3,0,"NW",4.9,"Shunyi"
5680,2013,10,23,15,10,59,10,25,300,1,15.3,1016.8,-10.4,0,"NW",5.6,"Shunyi"
5681,2013,10,23,16,14,62,10,25,200,4,14.4,1017,-10.4,0,"NW",3.3,"Shunyi"
5682,2013,10,23,17,18,56,8,23,300,1,10.1,1017.9,-4,0,"WSW",0.5,"Shunyi"
5683,2013,10,23,18,23,74,8,67,500,1,10.1,1019.3,-5.1,0,"NNE",1,"Shunyi"
5684,2013,10,23,19,30,96,8,67,700,1,10.1,1020.5,-5.9,0,"NNW",1.8,"Shunyi"
5685,2013,10,23,20,30,77,3,61,500,1,9.5,1022.2,-6.8,0,"N",1.7,"Shunyi"
5686,2013,10,23,21,9,37,3,19,200,1,8.3,1023.3,-7.9,0,"NNE",2.5,"Shunyi"
5687,2013,10,23,22,9,22,1,19,200,1,7.9,1023.4,-9.1,0,"NNW",2.5,"Shunyi"
5688,2013,10,23,23,8,26,1,8,100,1,7.2,1023.4,-8.8,0,"N",2.3,"Shunyi"
5689,2013,10,24,0,5,24,1,6,100,1,5.9,1023.8,-7.4,0,"N",1.8,"Shunyi"
5690,2013,10,24,1,3,8,NA,12,400,1,7.1,1024,-9.3,0,"NNW",3.7,"Shunyi"
5691,2013,10,24,2,3,29,NA,12,NA,1,7,1023.8,-9.4,0,"NNW",3.9,"Shunyi"
5692,2013,10,24,3,3,42,1,6,NA,NA,6,1024,-8.7,0,"NW",2.7,"Shunyi"
5693,2013,10,24,4,7,30,3,6,100,NA,3.9,1024,-5.9,0,"NNW",1.3,"Shunyi"
5694,2013,10,24,5,7,31,1,9,100,1,2.2,1024.4,-4.8,0,"SSE",0.5,"Shunyi"
5695,2013,10,24,6,10,28,1,20,200,1,1.4,1024.6,-2.7,0,"ENE",1.2,"Shunyi"
5696,2013,10,24,7,11,42,1,41,400,1,5.9,1025.3,-4,0,"ENE",0,"Shunyi"
5697,2013,10,24,8,13,38,1,35,400,1,8.7,1024.9,-6.3,0,"E",0.2,"Shunyi"
5698,2013,10,24,9,13,37,1,35,400,1,11.7,1024.1,-4.5,0,"WNW",3.7,"Shunyi"
5699,2013,10,24,10,17,78,1,28,500,1,13.7,1023.7,-4,0,"NW",2.7,"Shunyi"
5700,2013,10,24,11,17,54,4,44,400,1,15.1,1022.9,-3.8,0,"NW",3.8,"Shunyi"
5701,2013,10,24,12,8,31,4,19,400,1,15.9,1022.2,-3.1,0,"NNW",3.5,"Shunyi"
5702,2013,10,24,13,8,31,2,17,400,1,16.6,1021.6,-3,0,"W",1.2,"Shunyi"
5703,2013,10,24,14,14,34,2,19,400,1,16.6,1021.6,-2,0,"N",2.6,"Shunyi"
5704,2013,10,24,15,21,33,1,19,500,1,16,1021.7,-1.6,0,"NNW",3.1,"Shunyi"
5705,2013,10,24,16,19,33,1,17,500,NA,14.7,1021.8,-1.8,0,"NW",4,"Shunyi"
5706,2013,10,24,17,20,29,1,24,600,NA,13.5,1022.4,-2.1,0,"NNW",3.1,"Shunyi"
5707,2013,10,24,18,16,47,1,35,600,65,11.5,1023,-1,0,"NW",1.3,"Shunyi"
5708,2013,10,24,19,41,47,1,35,700,37,10.9,1023.6,-0.9,0,"NNW",1.6,"Shunyi"
5709,2013,10,24,20,45,54,1,50,700,48,10.4,1024,-0.7,0,"NW",2.3,"Shunyi"
5710,2013,10,24,21,50,55,1,46,700,49,9.3,1024.6,0.5,0,"NW",0.8,"Shunyi"
5711,2013,10,24,22,46,46,1,46,700,44,7.6,1024.8,0.1,0,"NNW",2.2,"Shunyi"
5712,2013,10,24,23,46,46,1,37,600,51,8.8,1025.1,0,0,"NW",1.3,"Shunyi"
5713,2013,10,25,0,42,44,1,39,600,48,6.3,1025.4,1.4,0,"NW",0.1,"Shunyi"
5714,2013,10,25,1,37,40,1,39,500,54,4.4,1025,1.6,0,"S",0.4,"Shunyi"
5715,2013,10,25,2,37,45,1,32,600,27,3.7,1025.1,1.6,0,"SW",0.5,"Shunyi"
5716,2013,10,25,3,41,49,1,55,600,3,3.1,1025.1,1.3,0,"NE",0.4,"Shunyi"
5717,2013,10,25,4,41,58,1,79,700,3,2.7,1025.5,1.4,0,"W",0.5,"Shunyi"
5718,2013,10,25,5,46,59,1,78,700,3,2.5,1025.6,1.2,0,"WNW",0,"Shunyi"
5719,2013,10,25,6,41,57,1,78,700,3,2.6,1026,1.4,0,"NE",1.1,"Shunyi"
5720,2013,10,25,7,44,57,1,81,800,3,7.2,1026.6,1.5,0,"ENE",0.8,"Shunyi"
5721,2013,10,25,8,44,71,2,76,1100,8,10.7,1026.5,1.8,0,"NNE",0.9,"Shunyi"
5722,2013,10,25,9,45,71,3,47,600,34,13.7,1026,0,0,"NW",1.6,"Shunyi"
5723,2013,10,25,10,41,58,3,45,700,40,15.3,1025.3,-2.2,0,"N",2,"Shunyi"
5724,2013,10,25,11,40,41,2,45,500,64,15.9,1024.2,-2.1,0,"NNW",1.4,"Shunyi"
5725,2013,10,25,12,20,18,1,11,300,87,16.9,1023.2,-2.8,0,"NNE",2.8,"Shunyi"
5726,2013,10,25,13,23,14,1,10,300,92,17.8,1022.4,-2.5,0,"NW",1.9,"Shunyi"
5727,2013,10,25,14,19,22,1,12,400,94,18.1,1022,-2.8,0,"NNW",1.9,"Shunyi"
5728,2013,10,25,15,21,22,1,16,400,91,18.1,1021.6,-2.3,0,"SSW",1.1,"Shunyi"
5729,2013,10,25,16,20,22,2,20,400,84,15.2,1021.4,1,0,"SSE",0.8,"Shunyi"
5730,2013,10,25,17,27,58,4,45,600,58,10.8,1021.5,1.9,0,"WNW",0.7,"Shunyi"
5731,2013,10,25,18,41,98,2,80,1200,19,8.5,1021.6,3.3,0,"NNW",0.4,"Shunyi"
5732,2013,10,25,19,45,86,4,96,1400,4,7.7,1021.8,2.8,0,"NNE",1.5,"Shunyi"
5733,2013,10,25,20,52,115,4,97,1300,4,7.2,1022,3.1,0,"N",0.7,"Shunyi"
5734,2013,10,25,21,60,97,6,78,1100,5,6.5,1022.4,2.2,0,"NNE",0,"Shunyi"
5735,2013,10,25,22,60,55,3,65,600,18,5.1,1022.4,2.6,0,"WSW",0.4,"Shunyi"
5736,2013,10,25,23,39,55,2,67,600,14,4.6,1022,1.6,0,"S",0,"Shunyi"
5737,2013,10,26,0,26,22,2,46,500,32,4.8,1021.9,0.9,0,"NE",1.6,"Shunyi"
5738,2013,10,26,1,21,20,2,26,400,53,5.6,1022,-0.3,0,"NNE",1,"Shunyi"
5739,2013,10,26,2,16,22,2,25,400,53,6,1021.7,-0.3,0,"N",0.7,"Shunyi"
5740,2013,10,26,3,19,21,2,20,300,57,4.5,1021.6,-0.3,0,"N",1.3,"Shunyi"
5741,2013,10,26,4,18,19,2,20,400,52,5,1021.3,-0.8,0,"N",1.6,"Shunyi"
5742,2013,10,26,5,20,19,2,20,300,55,4.7,1021.1,-0.9,0,"NNE",1.6,"Shunyi"
5743,2013,10,26,6,21,22,2,20,400,53,4,1021.4,-0.8,0,"N",0.8,"Shunyi"
5744,2013,10,26,7,21,24,2,23,400,49,6.1,1021.8,-0.6,0,"NNE",1.5,"Shunyi"
5745,2013,10,26,8,25,42,2,41,500,26.775,9,1021.7,-0.3,0,"N",1.8,"Shunyi"
5746,2013,10,26,9,25,33,4,26,400,44.3394,11.5,1021.4,-2,0,"NNE",2.4,"Shunyi"
5747,2013,10,26,10,23,26,4,26,400,52.6932,13.8,1020.8,-2.2,0,"ESE",0.9,"Shunyi"
5748,2013,10,26,11,25,24,4,17,400,62.118,15.5,1019.5,-2.5,0,"SW",1.2,"Shunyi"
5749,2013,10,26,12,22,28,9,20,400,64.6884,16.7,1018.4,-2.4,0,"SW",1.8,"Shunyi"
5750,2013,10,26,13,23,44,14,39,500,64.6884,17.5,1017.6,-1.7,0,"SSW",1.7,"Shunyi"
5751,2013,10,26,14,46,76,18,60,700,65.331,18,1016.8,-1.3,0,"SW",1.9,"Shunyi"
5752,2013,10,26,15,56,102,17,75,900,58.0482,17.3,1016.3,-1.4,0,"SW",1.6,"Shunyi"
5753,2013,10,26,16,62,117,14,75,900,59.3334,15.2,1016.2,-0.6,0,"SSW",0.5,"Shunyi"
5754,2013,10,26,17,61,106,12,69,800,57.4056,10.9,1016.5,4.6,0,"SSW",0,"Shunyi"
5755,2013,10,26,18,66,198,9,103,1100,18.8496,8.5,1016.7,3.1,0,"N",0,"Shunyi"
5756,2013,10,26,19,81,160,6,103,1400,4.284,7.3,1016.8,3.2,0,"WNW",0.4,"Shunyi"
5757,2013,10,26,20,84,155,3,102,1500,3.8556,6.8,1016.8,3.9,0,"N",0.8,"Shunyi"
5758,2013,10,26,21,87,170,3,90,1600,2.9988,6.3,1016.7,4,0,"NE",1.2,"Shunyi"
5759,2013,10,26,22,99,144,1,86,1600,3.213,5.5,1016.4,3.5,0,"NE",0.7,"Shunyi"
5760,2013,10,26,23,118,153,1,87,1700,3.213,5.9,1016,2.9,0,"NE",1,"Shunyi"
5761,2013,10,27,0,126,170,1,87,NA,2.9988,4.9,1015.9,2.8,0,"NNE",0.9,"Shunyi"
5762,2013,10,27,1,106,151,1,82,1400,2.3562,4.3,1015.7,2.8,0,"ENE",0.9,"Shunyi"
5763,2013,10,27,2,106,127,8,43,1100,2.3562,4.3,1015.3,2.5,0,"NE",0.9,"Shunyi"
5764,2013,10,27,3,84,127,1,50,800,2.142,3.7,1015.3,2.1,0,"NE",0.1,"Shunyi"
5765,2013,10,27,4,72,93,3,50,600,NA,3.3,1015.4,2.1,0,"NE",0.9,"Shunyi"
5766,2013,10,27,5,72,84,1,66,900,NA,3.9,1015.4,2.4,0,"NNE",1,"Shunyi"
5767,2013,10,27,6,73,80,1,66,900,NA,3.8,1015.5,2,0,"NNE",1.1,"Shunyi"
5768,2013,10,27,7,68,79,1,60,1000,0.2142,4.8,1016.1,2.7,0,"NE",1,"Shunyi"
5769,2013,10,27,8,68,95,1,56.6628,NA,0.6426,7.2,1016.1,3.1,0,"N",0.8,"Shunyi"
5770,2013,10,27,9,91,107,5,62,1100,3.6414,9.7,1015.9,3,0,"ENE",1.5,"Shunyi"
5771,2013,10,27,10,113,131,23,72,1300,9.639,11.9,1014.9,2.6,0,"E",1.9,"Shunyi"
5772,2013,10,27,11,171,194,48,87,1700,22.2768,13.4,1014.1,2.6,0,"ENE",1.3,"Shunyi"
5773,2013,10,27,12,193,212,64,96,1700,32.3442,14.7,1013.3,2.6,0,"S",1.9,"Shunyi"
5774,2013,10,27,13,195,207,70,93,1600,49.4802,15.4,1012.6,3.2,0,"SSE",1.6,"Shunyi"
5775,2013,10,27,14,198,207,59,105,1600,46.6956,15.2,1012.4,4,0,"SSE",1.8,"Shunyi"
5776,2013,10,27,15,198,260,63,120,1900,46.2672,14.6,1012.5,4.3,0,"SSE",1.3,"Shunyi"
5777,2013,10,27,16,243,292,58,114,2000,56.9772,12.6,1013,5.7,0,"SSW",0.5,"Shunyi"
5778,2013,10,27,17,267,292,47,138,2300,35.5572,10.3,1013.4,6.6,0,"SSW",0,"Shunyi"
5779,2013,10,27,18,272,366,27,138,2600,24.633,9,1013.7,6.3,0,"N",0,"Shunyi"
5780,2013,10,27,19,272,304,15,140,2700,5.7834,8.3,1014,6.3,0,"NNE",1,"Shunyi"
5781,2013,10,27,20,271,333,9,134,3300,1.4994,8.3,1014.2,6.3,0,"NE",1.1,"Shunyi"
5782,2013,10,27,21,333,385,5,140,3400,1.9278,8.5,1014.5,6.3,0,"NNE",1.2,"Shunyi"
5783,2013,10,27,22,304,310,5,136,3100,0.8568,8.1,1014.5,6.1,0,"NNE",1.1,"Shunyi"
5784,2013,10,27,23,295,300,6,129,2700,0.2142,7,1014.5,5.3,0,"N",0.7,"Shunyi"
5785,2013,10,28,0,295,275,7,127,2500,NA,6.6,1014.7,5.2,0,"NE",0.6,"Shunyi"
5786,2013,10,28,1,236,244,7,116,2200,NA,6.5,1014.6,5.1,0,"NNE",0.9,"Shunyi"
5787,2013,10,28,2,221,242,7,108,2200,NA,6.9,1014.5,5.2,0,"NNE",1.6,"Shunyi"
5788,2013,10,28,3,238,239,9,97,2100,NA,7.2,1014.5,4.7,0,"NNE",1.2,"Shunyi"
5789,2013,10,28,4,212,239,9,86,2200,0.2142,7.1,1014.6,4.6,0,"NNE",1.5,"Shunyi"
5790,2013,10,28,5,211,221,6,80,2000,NA,6.8,1014.6,4.3,0,"NNE",1.3,"Shunyi"
5791,2013,10,28,6,203,205,10,75,1800,2.9988,6.6,1014.9,4.3,0,"NNE",1.3,"Shunyi"
5792,2013,10,28,7,200,213,13,72,1700,5.1408,7.3,1015.9,4.4,0,"NNE",1.8,"Shunyi"
5793,2013,10,28,8,200,217,17,72,1800,7.7112,8.4,1016.4,4.6,0,"NNE",1.8,"Shunyi"
5794,2013,10,28,9,219,220,17,73,1700,14.5656,10.9,1016.5,4.8,0,"N",1,"Shunyi"
5795,2013,10,28,10,215,217,22,62,1700,26.775,12.9,1016.4,4.6,0,"N",1.8,"Shunyi"
5796,2013,10,28,11,215,213,35,55,1600,45.1962,14,1015.7,4.8,0,"NE",2,"Shunyi"
5797,2013,10,28,12,183,203,35,55,NA,65.7594,15.6,1015.1,4.9,0,"ENE",0.9,"Shunyi"
5798,2013,10,28,13,180,200,48,40,1600,84.1806,16.7,1014.9,4.7,0,"E",0.8,"Shunyi"
5799,2013,10,28,14,180,216,59,40,1700,101.3166,16.6,1015,5.2,0,"SSE",1.9,"Shunyi"
5800,2013,10,28,15,241,257,66,50,1800,109.0278,15.6,1015.4,5.8,0,"SSE",1.8,"Shunyi"
5801,2013,10,28,16,255,271,57,61,1900,99.3888,13.9,1016.2,6.7,0,"SSE",1.3,"Shunyi"
5802,2013,10,28,17,282,271,59,61,2900,41.9832,13,1017.4,7.2,0,"SSE",1.2,"Shunyi"
5803,2013,10,28,18,299,340,46,148,4700,8.1396,12.6,1018.6,7.7,0,"SSE",1.1,"Shunyi"
5804,2013,10,28,19,299,374,58,148,5900,1.071,12.9,1019,7.8,0,"NNE",0.8,"Shunyi"
5805,2013,10,28,20,320,374,63,151,6000,0.6426,11.9,1020.3,7.8,0,"E",0.6,"Shunyi"
5806,2013,10,28,21,327,368,50,146,6100,0.8568,9.9,1020.8,7.3,0,"NE",0,"Shunyi"
5807,2013,10,28,22,325,368,31,142,6100,0.6426,9.4,1021.4,7.3,0,"SE",0.6,"Shunyi"
5808,2013,10,28,23,325,349,24,137,6300,0.6426,9,1021.8,7.1,0,"WSW",0.5,"Shunyi"
5809,2013,10,29,0,315,349,23,131,6000,0.2142,8,1022.2,6.6,0,"W",0.4,"Shunyi"
5810,2013,10,29,1,290,261,23,116,4800,0.8568,6.6,1022.5,5.2,0,"NE",0.7,"Shunyi"
5811,2013,10,29,2,156,97,16,116,2400,4.9266,6.2,1022.7,5.2,0,"NNE",0.1,"Shunyi"
5812,2013,10,29,3,153,226,10,100,3900,0.4284,5,1022.8,4.1,0,"WNW",0.8,"Shunyi"
5813,2013,10,29,4,214,184,10,90,3500,0.2142,4.7,1023.5,3.8,0,"NW",0.2,"Shunyi"
5814,2013,10,29,5,214,19,6,63,1800,5.7834,3.5,1023.9,2.5,0,"WNW",0.2,"Shunyi"
5815,2013,10,29,6,68,68,6,58,1200,4.4982,3.3,1024.7,2.3,0,"ESE",0.7,"Shunyi"
5816,2013,10,29,7,68,3,2,58,1200,1.7136,7.4,1025.8,6.2,0,"N",0.7,"Shunyi"
5817,2013,10,29,8,50,17,6,62,1600,1.7136,11,1026.4,1.5,0,"NNW",0.8,"Shunyi"
5818,2013,10,29,9,24,24,8,37,600,23.9904,13.1,1026.6,-0.2,0,"NW",0.6,"Shunyi"
5819,2013,10,29,10,13,13,5,37,400,40.2696,13.8,1026.3,-1,0,"NW",1.6,"Shunyi"
5820,2013,10,29,11,13,13,4,19,400,46.6956,14.9,1025.2,-4.5,0,"NW",3,"Shunyi"
5821,2013,10,29,12,16,16,4,11,200,63.8316,15.7,1024.3,-4.8,0,"NNW",2.1,"Shunyi"
5822,2013,10,29,13,6,6,1,9,200,72.828,16.3,1023.7,-4.9,0,"N",1.8,"Shunyi"
5823,2013,10,29,14,4,4,1,9,200,74.97,16.8,1023.4,-5.7,0,"SW",1.3,"Shunyi"
5824,2013,10,29,15,4,4,1,14,200,73.2564,15.8,1023,-5.3,0,"ESE",1,"Shunyi"
5825,2013,10,29,16,8,8,1,16,200,71.9712,14.1,1023.2,-4.2,0,"SE",1,"Shunyi"
5826,2013,10,29,17,3,6,1,21,200,67.6872,9.8,1023.7,-1,0,"WNW",0.5,"Shunyi"
5827,2013,10,29,18,17,62,1,54,500,28.7028,7.4,1024.5,1.5,0,"W",0.1,"Shunyi"
5828,2013,10,29,19,26,74,1,81,700,1.4994,6.5,1025,1.2,0,"NE",0.5,"Shunyi"
5829,2013,10,29,20,36,69,1,81,1100,1.2852,5.3,1025.6,1.8,0,"NE",0,"Shunyi"
5830,2013,10,29,21,43,99,3,77,1400,1.2852,5.5,1025.9,1.2,0,"NNW",0.5,"Shunyi"
5831,2013,10,29,22,43,73,2,69,1200,1.071,5.2,1025.7,1.3,0,"NNE",0.7,"Shunyi"
5832,2013,10,29,23,76,88,2,70,1300,1.4994,5,1025.6,0.6,0,"NNE",1.1,"Shunyi"
5833,2013,10,30,0,75,82,3,70,1100,0.6426,3.5,1025.6,0.9,0,"N",0.5,"Shunyi"
5834,2013,10,30,1,60,82,6,68,NA,0.2142,3.5,1025.7,0.9,0,"NE",1.2,"Shunyi"
5835,2013,10,30,2,51,62,11,33,700,NA,3.4,1025.4,0.3,0,"NNE",1.3,"Shunyi"
5836,2013,10,30,3,42,46,1,40,600,NA,3.1,1025.4,-0.2,0,"NE",1.1,"Shunyi"
